TIME              	DT                	WATINJ            	OILPROD           	WATPROD           	WC                  	WOR                 	CUMINJ            	CUMOPROD          	CUMWPROD          	PWBINJ            	PWBPROD           	MBEO                  	MBEW                 
Days              	Days              	SCF/D             	SCF/D             	SCF/D             	dec.                	SCF/SCF             	MSCF              	MSCF              	MSCF              	psia              	psia              	dec.                  	dec.                 
3                 	3                 	16815.727         	16576.835749943013	266.9642500569848 	0.015849407500503735	0.01610465676827995 	50.44718099999999 	49.73050724982904 	0.8008927501709543	2370.004301192597 	2192.8931837151194	-0.0007825335774357806	0.00293001329451178  
4.6431463854288655	1.6431463854288655	16815.727         	16576.27701054058 	267.52298945941993	0.015882579314609527	0.01613890678161969 	78.07788203840857 	76.9677569035664  	1.2404721833203245	2406.6607247933566	2154.285692751747 	-0.0012108275773309823	0.0045347141792492435
6.77116136960349  	2.1280149841746248	16815.727         	16575.653231662804	268.14676833719665	0.015919612459017362	0.016177146359757505	113.86200106419838	112.24099535302737	1.811092524299881 	2445.127767110734 	2113.86857846924  	-0.0017654840436249206	0.006612860550375144 
9.403728070556301 	2.6325667009528106	16815.727         	16574.98508053576 	268.814919464239  	0.015959279940645162	0.016218109286862174	158.1305240167115 	155.87574914483545	2.518765730000748 	2483.7254761869417	2073.805216127195 	-0.002451621713704757 	0.009183631104138754 
12.689232016127548	3.2855039455712465	16815.727         	16574.259093479377	269.5409065206222 	0.016002381085065256	0.016262621755844555	213.3786614228604 	210.33054279138207	3.404343441867103 	2522.459472619879 	2034.1528172426624	-0.0033078998558791197	0.012391871183176693 
16.519679482447216	3.8304474663196695	16815.727         	16573.510675868416	270.28932413158276	0.016046813909663067	0.016308513592423905	277.7904203043337 	273.81450476778423	4.4396724986601805	2559.152630766996 	1997.3147499010515	-0.004306157770875403 	0.016132070391387702 
20.375541635278083	3.8558621528308654	16815.727         	16572.826858149765	270.9731418502346 	0.016087411501575333	0.01635044788493535 	342.6295456159698 	337.7170406155427 	5.484507580754169 	2590.0635382699775	1966.8937657941433	-0.005310997578839164 	0.019896929954307987 
24.262802289086626	3.887260653808543 	16815.727         	16572.1893756033  	271.6106243967004 	0.016125258219445757	0.016389543846062442	407.99665954825576	402.13746032278937	6.540328874127833 	2616.6183515253747	1941.1788529777475	-0.006323980882891903 	0.023692300647377536 
28.188647059942262	3.925844770855638 	16815.727         	16571.58600661952 	272.2139933804794 	0.016161079648326353	0.016426550438307083	474.01259345934176	467.1949345916611 	7.608998756594319 	2639.9427711087455	1919.0510504584163	-0.007346981612831829 	0.027525203657820463 
32.160329038049724	3.97168197810746  	16815.727         	16571.008320160934	272.79167983906353	0.01619537633070112 	0.016461984362603606	540.7993133340167 	533.009709695913  	8.692440555188789 	2660.5347039158723	1899.7560757941144	-0.00838189056480726  	0.03140272326586245  
36.1898847006436  	4.029555662593876 	16815.727         	16570.449621624513	273.3503783754881 	0.016228545718631665	0.016496255962708737	608.5592212874994 	599.7812588004566 	9.793921120243915 	2678.9786675990936	1882.7496111622752	-0.009431844360298383 	0.035336611591131786 
40.28846949977536 	4.098584799131757 	16815.727         	16569.904946008122	273.8950539918785 	0.01626088257945823 	0.016529669595833314	677.4799043560489 	667.6944193352236 	10.9165032250924  	2695.6350476481443	1867.6448436779606	-0.010499749504503003 	0.03933775845275038  
44.47092517456162 	4.182455674786263 	16815.727         	16569.369928958447	274.43007104155276	0.016292646020586374	0.01656249285387302 	747.8109371728555 	736.9950746222287 	12.06429483305214 	2710.614734392077 	1854.1451046800564	-0.011589472417301901 	0.04342065031518239  
48.75834165087391 	4.287416476312286 	16815.727         	16568.8402306676  	274.95976933240047	0.016324093692183503	0.016594991894693503	819.9069621738249 	808.0325932205789 	13.2431618784109  	2724.3294679449696	1842.0113137278902	-0.012706506749692786 	0.047605870264570506 
53.16899728643048 	4.4106556355565765	16815.727         	16568.31246768958 	275.48753231041866	0.016355426466142957	0.016627374263230254	894.0753432323557 	881.1097139778562 	14.458242515321423	2736.750317902516 	1831.0688290381268	-0.013855612957277328 	0.051911254449334074 
57.734958846368386	4.5659615599379   	16815.727         	16567.78211905602 	276.0178809439792 	0.016386912747953505	0.016659917360121936	970.8553063167656 	956.7575702668925 	15.718529549567148	2748.111047969727 	1821.1550639565387	-0.015045142856681636 	0.056368094855949076 
62.486733319600816	4.751774473232428 	16815.727         	16567.245303702824	276.55469629717606	0.016418782952610223	0.016692859387756234	1050.759848624211 	1035.4813835928073	17.032655095884618	2758.637794332046 	1812.1509141183144	-0.016283040867321304 	0.06100615690124782  
67.45843277865849 	4.971699459057677 	16815.727         	16566.698094073898	277.10190592610303	0.01645127025529293 	0.01672644146423032 	1134.3625894537724	1117.8460275454863	18.410322491681278	2768.1195661013167	1803.9603784910842	-0.01757818936328746  	0.06585872053695845  
72.70920524174463 	5.250772463086141 	16815.727         	16566.134231798802	277.6657682011958 	0.016484746209358685	0.016761047829023056	1222.6581457321465	1204.8310289896042	19.868282261293775	2776.986287708991 	1796.4795579953611	-0.018945990975609256 	0.0709834950051762   
78.28421616375687 	5.575010922012233 	16815.727         	16565.549351532776	278.25064846722245	0.016519469981074487	0.016796946636815066	1316.4060074187223	1297.184147553532 	21.419532665555526	2785.199048514826 	1789.6530157712257	-0.020398203926401723 	0.07642453507995806  
84.25461051212113 	5.970394348364266 	16815.727         	16564.93672419945 	278.86327580054683	0.016555841069149885	0.01683455122367959 	1416.8025288631588	1396.0833521527043	23.084456391361456	2792.6111399712854	1783.4166321402288	-0.021953351261069974 	0.08225124144789409  
